index,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
815,ROOFTOP,"84 Davisville Ave, Toronto, ON M4S 1G1, Canada",ChIJoeL4SDgzK4gRhMi0QXE_Sp0,"84 Davisville Ave, Toronto, Ontario, Canada",43.6995267,-79.3931993,1,M4S 1G1,OK,street_address
816,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
817,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
818,ROOFTOP,"60 Richview Rd, Etobicoke, ON M9A 5E4, Canada",ChIJM6GoEik3K4gRj8mYUBhYk4A,"60 Richview Rd, Toronto, Ontario, Canada",43.684335,-79.518696,1,M9A 5E4,OK,street_address
819,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
820,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
821,ROOFTOP,"2005 Lawrence Ave W, York, ON M9N 3V4, Canada",ChIJb9c7fSYxK4gRlbSJeDpkmmo,"2005 Lawrence Ave W, Toronto, Ontario, Canada",43.701231,-79.510148,1,M9N 3V4,OK,street_address
822,ROOFTOP,"60 Scottfield Dr, Scarborough, ON M1S 5T7, Canada",ChIJu6y2vC_R1IkROUiOtxMaoM0,"60 Scottfield Dr, Toronto, Ontario, Canada",43.8090793,-79.2543009,1,M1S 5T7,OK,street_address
823,ROOFTOP,"1001 Queen St W #1, Toronto, ON M6J 1H1, Canada",Ei8xMDAxIFF1ZWVuIFN0IFcgIzEsIFRvcm9udG8sIE9OIE02SiAxSDEsIENhbmFkYQ,"1001 Queen St W - Unit 1-3, Toronto, Ontario, Canada",43.6430754,-79.4173192,1,M6J 1H1,OK,subpremise
824,ROOFTOP,"60 Guildwood Pkwy, Scarborough, ON M1E 1N9, Canada",ChIJ7wtXiQjQ1IkRXNyAHJYmmmM,"60 Guildwood Pky, Toronto, Ontario, Canada",43.7468545,-79.2031279,1,M1E 1N9,OK,premise
825,ROOFTOP,"130 Midland Ave, Scarborough, ON M1N 4B2, Canada",ChIJf38fcVPO1IkR4TDKJY2ETMs,"130 Midland Ave, Toronto, Ontario, Canada",43.70835,-79.247493,1,M1N 4B2,OK,street_address
826,ROOFTOP,"339 George St, Toronto, ON M5A 2N2, Canada",ChIJffpyhEnL1IkRl8KTUstxsls,"339 George St, Toronto, Ontario, Canada",43.659956,-79.3742652,1,M5A 2N2,OK,street_address
827,ROOFTOP,"1 Canterbury Pl, North York, ON M2N 1Z7, Canada",ChIJFTAicXItK4gRAPIZEJ1MKzU,"1 Canterbury Pl, Toronto, Ontario, Canada",43.7721224,-79.4144005,1,M2N 1Z7,OK,street_address
828,ROOFTOP,"551 Conlins Rd, Scarborough, ON M1B 5S1, Canada",ChIJvQmZyhra1IkRp0Ez4Tde6b0,"551 Conlins Rd, Toronto, Ontario, Canada",43.8033127,-79.1886743,1,M1B 5S1,OK,street_address
829,ROOFTOP,"2045 Finch Ave W, North York, ON M3N 1M9, Canada",ChIJb30w8DEwK4gR-fUL_UMaKhA,"2045 Finch Ave W, Toronto, Ontario, Canada",43.7562266,-79.521465,1,M3N 1M9,OK,street_address
830,ROOFTOP,"147 Elder St, North York, ON M3H 5G9, Canada",ChIJEQbIhfYtK4gRsvt0x4iinFQ,"147 Elder St, Toronto, Ontario, Canada",43.7628856,-79.4541054,1,M3H 5G9,OK,premise
831,ROOFTOP,"914 Bathurst St, Toronto, ON M5R 3G5, Canada",ChIJPYf6tZE0K4gRc96ZbEc3MV8,"914 Bathurst St, Toronto, Ontario, Canada",43.6682935,-79.4127583,1,M5R 3G5,OK,street_address
832,ROOFTOP,"303 Queens Dr, North York, ON M6L 3C1, Canada",ChIJoX6lYz0xK4gRY3UUJLA0VOw,"303 Queens Dr, Toronto, Ontario, Canada",43.707585,-79.5022336,1,M6L 3C1,OK,street_address
833,ROOFTOP,"1001 Queen St W, Toronto, ON M6J 1H1, Canada",ChIJ67l7Bf00K4gRW_zZYmBVoTs,"1001 Queen St W, Toronto, Ontario, Canada",43.6430754,-79.4173192,1,M6J 1H1,OK,street_address
834,ROOFTOP,"1195 Queen St E, Toronto, ON M4M 1L6, Canada",ChIJy08DyZzL1IkRayoja-bvlhY,"1195 Queen St E, Toronto, Ontario, Canada",43.6627164,-79.3311089,1,M4M 1L6,OK,street_address
835,ROOFTOP,"306 Finch Ave E, North York, ON M2N 4S5, Canada",ChIJx-LFAyUtK4gRasLR8uoUYe0,"306 Finch Ave E, Toronto, Ontario, Canada",43.7850097,-79.394112,1,M2N 4S5,OK,premise
836,ROOFTOP,"4005 Eglinton Ave W, Etobicoke, ON M9A 4L3, Canada",ChIJMyTzzyg3K4gRg7ykewfDHpE,"4005 Eglinton Ave W, Toronto, Ontario, Canada",43.68288,-79.5207358,1,M9A 4L3,OK,premise
837,ROOFTOP,"3830 Lawrence Ave E, Scarborough, ON M1G 1R6, Canada",ChIJK5hAMXDQ1IkRTMeKgr6y_Vo,"3830 Lawrence Ave E, Toronto, Ontario, Canada",43.7637478,-79.2101212,1,M1G 1R6,OK,premise
838,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
839,ROOFTOP,"1955 Steeles Ave E, North York, ON M2H 3P1, Canada",ChIJNf-OQzbT1IkRvZCSwaNRn_c,"1955 Steeles Ave E, Toronto, Ontario, Canada",43.8077822,-79.3728224,1,M2H 3P1,OK,premise
840,ROOFTOP,"5935 Bathurst St, North York, ON M2R 1Y8, Canada",ChIJqQQz3L4tK4gRLjJ25KvkPAo,"5935 Bathurst St, Toronto, Ontario, Canada",43.7819319,-79.4446646,1,M2R 1Y8,OK,street_address
841,ROOFTOP,"70 Humberline Dr, Etobicoke, ON M9W 7H3, Canada",ChIJJyCD7qU7K4gRD1zYTeXj0ao,"70 Humberline Dr, Toronto, Ontario, Canada",43.7315963,-79.6174424,1,M9W 7H3,OK,premise
842,ROOFTOP,"2111 Finch Ave W, North York, ON M3N 1N1, Canada",ChIJ3f4ejDAwK4gR7uhBcycbung,"2111 Finch Ave W, Toronto, Ontario, Canada",43.7544234,-79.5258528,1,M3N 1N1,OK,street_address
843,ROOFTOP,"140 Sherway Dr, Etobicoke, ON M9C 1A4, Canada",ChIJQYMAPv1HK4gRY1qObm189MU,"140 Sherway Dr - 2nd & 4th Fl, Toronto, Ontario, Canada",43.6100112,-79.5620721,1,M9C 1A4,OK,"establishment,health,point_of_interest"
844,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
845,ROOFTOP,"866 Sheppard Ave W, North York, ON M3H 2T5, Canada",ChIJFQvieg4yK4gR2uP-BaFF7pM,"866 Sheppard Ave W, Toronto, Ontario, Canada",43.7526452,-79.4539955,1,M3H 2T5,OK,premise
846,ROOFTOP,"33 Christie St, Toronto, ON M6G 3B1, Canada",ChIJ729Lbow0K4gR04C-bBae9G8,"33 Christie St, Toronto, Ontario, Canada",43.6647536,-79.4186853,1,M6G 3B1,OK,street_address
847,ROOFTOP,"1145 Albion Rd, Etobicoke, ON M9V 4J7, Canada",ChIJb8IoqIY6K4gRv_2sZY8cfoQ,"1145 Albion Rd, Toronto, Ontario, Canada",43.7372772,-79.567768,1,M9V 4J7,OK,street_address
848,ROOFTOP,"55 Belmont St, Toronto, ON M5R 1R1, Canada",ChIJFUYOn6g0K4gRGoumA8zlIs8,"55 Belmont St, Toronto, Ontario, Canada",43.6746049,-79.3910664,1,M5R 1R1,OK,street_address
849,ROOFTOP,"2920 Lawrence Ave E, Scarborough, ON M1P 2T8, Canada",ChIJRQoGuM7R1IkRlS1Gfrl7uXo,"2920 Lawrence Ave E, Toronto, Ontario, Canada",43.7549294,-79.2518362,1,M1P 2T8,OK,premise
850,ROOFTOP,"205 Cummer Ave, North York, ON M2M 2E8, Canada",ChIJw3CdRhktK4gRgkWMbpgWymw,"205 Cummer Ave, Toronto, Ontario, Canada",43.7881531,-79.4075583,1,M2M 2E8,OK,premise
851,ROOFTOP,"1000 Ellesmere Rd, Scarborough, ON M1P 2W8, Canada",ChIJ14zRHZLR1IkRhW8wAES8ACY,"1000 Ellesmere Rd, Toronto, Ontario, Canada",43.7670757,-79.277839,1,M1P 2W8,OK,street_address
852,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
853,ROOFTOP,"59 Lawson Rd, Scarborough, ON M1C 2J1, Canada",ChIJ__qyHk_a1IkRsIBruqdidIc,"59 Lawson Rd, Toronto, Ontario, Canada",43.7832308,-79.1633907,1,M1C 2J1,OK,street_address
854,ROOFTOP,"541 Finch Ave W, North York, ON M2R 3Y3, Canada",ChIJd7Ly35ItK4gRuoHR5tUydhE,"541 Finch Ave W, Toronto, Ontario, Canada",43.7708614,-79.4463658,1,M2R 3Y3,OK,street_address
855,ROOFTOP,"138 Dowling Ave, Toronto, ON M6K 3A6, Canada",ChIJJ826WbA1K4gRxExNKye9_5I,"138 Dowling Ave, Toronto, Ontario, Canada",43.6371627,-79.4392231,1,M6K 3A6,OK,premise
856,ROOFTOP,"3030 Birchmount Rd, Scarborough, ON M1W 3W3, Canada",ChIJjyeGyMHT1IkRyVCxgno80nU,"3030 Birchmount Rd, Toronto, Ontario, Canada",43.8023904,-79.3091886,1,M1W 3W3,OK,premise
857,ROOFTOP,"40 Playfair Ave, North York, ON M6B 2P9, Canada",ChIJ0-sKBMUzK4gR_b-XSji7oKg,"40 Playfair Ave, Toronto, Ontario, Canada",43.7106322,-79.4564816,1,M6B 2P9,OK,premise
858,ROOFTOP,"351 Christie St, Toronto, ON M6G, Canada",ChIJmePKR4Y0K4gRNISjA_tz584,"351 Christie St, Toronto, Ontario, Canada",43.673169,-79.4217822,1,M6G,OK,street_address
859,ROOFTOP,"2233 Kipling Ave, Etobicoke, ON M9W 4L3, Canada",ChIJ8eAyGmU6K4gRtgiH1wRFDQI,"2233 Kipling Ave, Toronto, Ontario, Canada",43.7257365,-79.5733921,1,M9W 4L3,OK,street_address
860,ROOFTOP,"650 Church St, Toronto, ON M4Y 2G5, Canada",ChIJ20gDqq00K4gR4i2MHNyb5-w,"650 Church St - 5th Fl, Toronto, Ontario, Canada",43.670326,-79.3832017,1,M4Y 2G5,OK,street_address
861,RANGE_INTERPOLATED,"155 Balmoral Ave, Toronto, ON M4V, Canada",EikxNTUgQmFsbW9yYWwgQXZlLCBUb3JvbnRvLCBPTiBNNFYsIENhbmFkYQ,"155 Balmoral Ave, Toronto, Ontario, Canada",43.6842198,-79.4001781,1,M4V,OK,street_address
862,ROOFTOP,"150 Dunn Ave, Toronto, ON M6K 2R6, Canada",ChIJI5vXba81K4gR4I_dpUpI9LY,"150 Dunn Ave, Toronto, Ontario, Canada",43.6358176,-79.4329805,1,M6K 2R6,OK,street_address
863,ROOFTOP,"285 Cummer Ave, North York, ON M2M 2G1, Canada",ChIJFbKzPB8tK4gRe5EdcgmxezA,"285 Cummer Ave, Toronto, Ontario, Canada",43.7875454,-79.4040568,1,M2M 2G1,OK,street_address
864,ROOFTOP,"30 The Queensway, Toronto, ON M6R 1B5, Canada",ChIJuVPgpck1K4gRNSC4H4V1O8c,"30 The Queensway, Toronto, Ontario, Canada",43.6405498,-79.4500166,1,M6R 1B5,OK,street_address
865,ROOFTOP,"40 Playfair Ave, North York, ON M6B 2P9, Canada",ChIJ0-sKBMUzK4gR_b-XSji7oKg,"40 Playfair Ave, Toronto, Ontario, Canada",43.7106322,-79.4564816,1,M6B 2P9,OK,premise
866,ROOFTOP,"2245 Lawrence Ave W, Etobicoke, ON M9P 3W3, Canada",ChIJB94cI84wK4gRFJ9ooseyQ9c,"2245 Lawrence Ave W, Toronto, Ontario, Canada",43.6968243,-79.5262318,1,M9P 3W3,OK,street_address
867,ROOFTOP,"645 Castlefield Ave, Toronto, ON M5N 3A5, Canada",ChIJE5DX4wkzK4gRirm5I-w8KIE,"645 Castlefield Ave, Toronto, Ontario, Canada",43.7062115,-79.4252457,1,M5N 3A5,OK,premise
868,ROOFTOP,"3197 Lake Shore Blvd W, Etobicoke, ON M8V 4B7, Canada",ChIJG3EbpjVIK4gRFqAp2XrS_Mo,"3197 Lake Shore Blvd W, Toronto, Ontario, Canada",43.5972081,-79.5184519,1,M8V 4B7,OK,premise
869,ROOFTOP,"3050 Lawrence Ave E, Scarborough, ON M1P 2V5, Canada",ChIJ2yGmZ8vR1IkRrVTkBhTwtW0,"3050 Lawrence Ave E, Toronto, Ontario, Canada",43.7561929,-79.2469386,1,M1P 2V5,OK,street_address
870,ROOFTOP,"92 Island Rd, Scarborough, ON M1C 2P5, Canada",ChIJ665qItvb1IkR4p5Qojqbkzo,"92 Island Rd, Toronto, Ontario, Canada",43.798541,-79.140051,1,M1C 2P5,OK,street_address
871,ROOFTOP,"1925 Steeles Ave E, Thornhill, ON M2H, Canada",ChIJQdWzZTbT1IkRbunvnpxmumc,"1925 Steeles Ave E, Toronto, Ontario, Canada",43.8076512,-79.3737903,1,M2H,OK,premise
872,ROOFTOP,"400 The West Mall, Etobicoke, ON M9C 5S1, Canada",ChIJkV02aiQ4K4gRR5mKy2pK8RA,"400 The West Mall, Toronto, Ontario, Canada",43.6438807,-79.5674558,1,M9C 5S1,OK,premise
873,ROOFTOP,"2005 Lawrence Ave W, York, ON M9N 3V4, Canada",ChIJb9c7fSYxK4gRlbSJeDpkmmo,"2005 Lawrence Ave W, Toronto, Ontario, Canada",43.701231,-79.510148,1,M9N 3V4,OK,street_address
874,ROOFTOP,"429 Walmer Rd, York, ON M5P 2X9, Canada",ChIJUUDOnmQzK4gRPcqv0qchVwQ,"429 Walmer Rd, Toronto, Ontario, Canada",43.685476,-79.4124884,1,M5P 2X9,OK,street_address
875,ROOFTOP,"66 Roncesvalles Ave, Toronto, ON M6R 3A8, Canada",ChIJL2pGGrY1K4gRYXP_lNAAjdY,"66 Roncesvalles Ave, Toronto, Ontario, Canada",43.6401995,-79.4473076,1,M6R 3A8,OK,street_address
876,ROOFTOP,"14 Cross St, Toronto, ON M6J 1S8, Canada",ChIJl0JrMlQ0K4gRu_IWr7pwWW0,"14 Cross St, Toronto, Ontario, Canada",43.6481122,-79.4284992,2,M6J 1S8,OK,premise
877,ROOFTOP,"2411 Lawrence Ave E, Scarborough, ON M1P 2R6, Canada",ChIJ0UA1ZubR1IkRVRNZnDfR2ZM,"2411 Lawrence Ave E, Toronto, Ontario, Canada",43.7491616,-79.2741252,1,M1P 2R6,OK,street_address
878,ROOFTOP,"866 Sheppard Ave W, North York, ON M3H 2T5, Canada",ChIJFQvieg4yK4gR2uP-BaFF7pM,"866 Sheppard Ave W, Toronto, Ontario, Canada",43.7526452,-79.4539955,1,M3H 2T5,OK,premise
879,ROOFTOP,"2881 Eglinton Ave E, Scarborough, ON M1J 0A2, Canada",ChIJ5zd80NXP1IkRhGj3MttH1ZM,"2881 Eglinton Ave E, Toronto, Ontario, Canada",43.7381415,-79.2397845,1,M1J 0A2,OK,street_address
880,ROOFTOP,"17 Maplewood Ave, Toronto, ON M6C, Canada",ChIJ0x7yzH4zK4gRA-uPoEWzTMA,"17 Maplewood Ave, Toronto, Ontario, Canada",43.6858313,-79.4218141,1,M6C,OK,street_address
881,RANGE_INTERPOLATED,"685 Finch Ave W, Toronto, ON, Canada",EiQ2ODUgRmluY2ggQXZlIFcsIFRvcm9udG8sIE9OLCBDYW5hZGE,"685 Finch Ave W, Toronto, Ontario, Canada",43.7709658,-79.4571202,1,M2R 1P2,OK,street_address
882,ROOFTOP,"1020 McNicoll Ave, Scarborough, ON M1W 2J6, Canada",ChIJC67mmwrT1IkReOCrONUFjcU,"1020 McNicoll Ave, Toronto, Ontario, Canada",43.8057618,-79.33598,1,M1W 2J6,OK,street_address
883,ROOFTOP,"921 Millwood Rd, East York, ON M4G 1X2, Canada",ChIJoS4jYMPM1IkRHEc6fMJW5y0,"921 Millwood Rd, Toronto, Ontario, Canada",43.7029216,-79.3635397,1,M4G 1X2,OK,street_address
884,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
885,ROOFTOP,"1 Overland Dr, North York, ON M3C 2C3, Canada",ChIJu7qwY23N1IkRZpuKQJunjnI,"1 Overland Dr, Toronto, Ontario, Canada",43.7324815,-79.3467684,1,M3C 2C3,OK,street_address
886,ROOFTOP,"1 Bridgepoint Dr, Toronto, ON M4M 2B5, Canada",ChIJZ7uOzGfL1IkRjPO5erkpawA,"1 Bridgepoint Dr, Toronto, Ontario, Canada",43.6664428,-79.3551541,1,M4M 2B5,OK,street_address
887,ROOFTOP,"300 Silver Star Blvd, Toronto, ON M1V 0G2, Canada",ChIJaQjHvfzT1IkRwzJXeFPKczg,"300 Silver Star Blvd, Toronto, Ontario, Canada",43.8125772,-79.2948725,1,M1V 0G2,OK,street_address
888,ROOFTOP,"52 Neilson Dr, Etobicoke, ON M9C 1V7, Canada",ChIJ57enlxw4K4gRIuwYcQ1QPeI,"52 Neilson Dr, Toronto, Ontario, Canada",43.6294884,-79.5651348,1,M9C 1V7,OK,street_address
889,ROOFTOP,"3595 Keele St, North York, ON M3J 1M7, Canada",ChIJD3z84O4xK4gRAijRL8JarJY,"3595 Keele St, Toronto, Ontario, Canada",43.7511756,-79.4855923,1,M3J 1M7,OK,premise
890,ROOFTOP,"123 Spadina Rd, Toronto, ON M5R 2T1, Canada",ChIJkzE7S5g0K4gR0HUUrzrf8Lg,"123 Spadina Rd, Toronto, Ontario, Canada",43.6717109,-79.4054592,1,M5R 2T1,OK,street_address
891,ROOFTOP,"1860 Lawrence Ave E, Scarborough, ON M1R 5B1, Canada",ChIJZ0-Vm_fN1IkRMAy0AcMLZ0w,"1860 Lawrence Ave E, Toronto, Ontario, Canada",43.7439584,-79.3024504,1,M1R 5B1,OK,street_address
892,ROOFTOP,"25 Brunswick Ave, Toronto, ON M5S 2L9, Canada",ChIJwevhYuo0K4gR1Ptuew9xCS0,"25 Brunswick Ave, Toronto, Ontario, Canada",43.6581904,-79.4034349,1,M5S 2L9,OK,"establishment,parking,point_of_interest,premise"
893,ROOFTOP,"1020 McNicoll Ave, Scarborough, ON M1W 2J6, Canada",ChIJC67mmwrT1IkReOCrONUFjcU,"1020 McNicoll Ave, Toronto, Ontario, Canada",43.8057618,-79.33598,1,M1W 2J6,OK,street_address
894,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
895,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
896,ROOFTOP,"4 Teddington Park Ave, Toronto, ON M4N 2C3, Canada",ChIJBW0XbOoyK4gRVuoVRNl9_zs,"4 Teddington Park Ave, Toronto, Ontario, Canada",43.7332368,-79.4038457,1,M4N 2C3,OK,street_address
897,ROOFTOP,"306 Finch Ave E, North York, ON M2N 4S5, Canada",ChIJx-LFAyUtK4gRasLR8uoUYe0,"306 Finch Ave E, Toronto, Ontario, Canada",43.7850097,-79.394112,1,M2N 4S5,OK,premise
898,ROOFTOP,"3555 Danforth Ave, Scarborough, ON M1L 1E3, Canada",ChIJLx5zoJHO1IkRqSdgqHiKQGM,"3555 Danforth Ave, Toronto, Ontario, Canada",43.6936402,-79.2748453,1,M1L 1E3,OK,premise
899,ROOFTOP,"66 Roncesvalles Ave, Toronto, ON M6R 3A8, Canada",ChIJL2pGGrY1K4gRYXP_lNAAjdY,"66 Roncesvalles Ave, Toronto, Ontario, Canada",43.6401995,-79.4473076,1,M6R 3A8,OK,street_address
900,ROOFTOP,"3760 Sheppard Ave E, Scarborough, ON M1T 3K9, Canada",ChIJq_kkOCvS1IkRPoVklcmGdU4,"3760 Sheppard Ave E, Toronto, Ontario, Canada",43.7826388,-79.2944026,1,M1T 3K9,OK,street_address
901,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
902,ROOFTOP,"102 Craiglee Dr, Scarborough, ON M1N 2M8, Canada",ChIJhWtf4VbO1IkRizZpemVw5Qk,"102 Craiglee Dr, Toronto, Ontario, Canada",43.7068564,-79.2532899,1,M1N 2M8,OK,street_address
903,ROOFTOP,"600 University Ave, Toronto, ON M5G 1X5, Canada",ChIJzTjmZsg0K4gRK8lh-Z5_NgY,"600 University Ave, Toronto, Ontario, Canada",43.6575221,-79.3899928,1,M5G 1X5,OK,premise
904,ROOFTOP,"2 Buchan Ct, Toronto, ON M2J, Canada",ChIJA77yrcHS1IkRuk7pV_WUmWg,"2 Buchan Crt, Toronto, Ontario, Canada",43.7730386,-79.3600198,1,M2J,OK,premise
905,ROOFTOP,"3015 Lawrence Ave E, Scarborough, ON M1P 2V7, Canada",ChIJubZufszR1IkRTRqDiwyv-qI,"3015 Lawrence Ave E, Toronto, Ontario, Canada",43.7546689,-79.2478902,1,M1P 2V7,OK,street_address
906,ROOFTOP,"3760 Sheppard Ave E, Scarborough, ON M1T 3K9, Canada",ChIJq_kkOCvS1IkRPoVklcmGdU4,"3760 Sheppard Ave E, Toronto, Ontario, Canada",43.7826388,-79.2944026,1,M1T 3K9,OK,street_address
907,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
908,ROOFTOP,"2121 Kingston Rd, Scarborough, ON M1N 1T5, Canada",ChIJiQkBr_nO1IkRfXR0rYl7WjI,"2121 Kingston Rd, Toronto, Ontario, Canada",43.7005755,-79.2542332,1,M1N 1T5,OK,premise
909,ROOFTOP,"2701 St Clair Ave E, East York, ON M4B 2S9, Canada",ChIJ08t9dUrM1IkRiak2nyXKGmI,"2701 St Clair Ave E, Toronto, Ontario, Canada",43.7056045,-79.3127641,1,M4B 2S9,OK,street_address
